_______ working practices refer to working patterns which involve temporal, spatial and task related fluidity.,"Dynamic,Fluid",Flexible,Modern,C,https://github.com/hendrycks/test,business_ethics_test.csv,10,0.275
A country that has limited resources would most likely focus on the development of technology that includes,water treatment.,space exploration.,robotic automation.,satellite communications.,A,https://github.com/hendrycks/test,arc_hard.csv,907,0.274
The most frequent training types are occupation-specific technical training, computer related and managerial/supervision training; Needs Analysis is used for determining if and what kind of training is necessary. Which component out of the following ones is not of the Need Analysis?,"organization analysis,task analysis",person analysis,program design,D,https://github.com/hendrycks/test,professional_psychology_test.csv,248,0.273
Which simple machine increases the distance over which a load travels and reduces the needed force?,wheel and axle,wedge,pulley,inclined plane,D,https://github.com/hendrycks/test,arc_hard.csv,448,0.272
What makes the best wiring?,rope,Tungsten,hemp,plastic,B,https://github.com/hendrycks/test,obqa.csv,400,0.272
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,https://github.com/hendrycks/test,miscellaneous_test.csv,411,0.272
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,https://github.com/hendrycks/test,management_test.csv,24,0.271
Using rubber gloves when working on electronics can,ruin the electronics completely,keep electricity moving quickly,keep electricity from moving as quickly,stop the electronics from ever working,C,https://github.com/hendrycks/test,obqa.csv,1253,0.27
After a windstorm, Niko called the electric company to report that he had no electricity. His phone call is an example of which of the following elements of a universal systems model?,"designing a process,generating output",giving feedback,setting a goal,C,https://github.com/hendrycks/test,science_middle.csv,542,0.269
These are chains of organizations that are concerned with the management of the processes and activities involved in creating and moving products from producers and manufacturers to end-user customers. The organizations involved with any one journey, are collectively termed as a:,"Distribution.,Vendor.",Communication.,Selling.,A,https://github.com/hendrycks/test,marketing_test.csv,102,0.269
A(n) __________ is a ________, __________ framework which goes beyond linear functions," operations and transactions to produce a certain commodity or product,International supply chain, Static, Disconnected,Global production network, Dynamic, Relational,International supply chain, Dynamic, Disconnected,Global production network", Static, Relational,B,https://github.com/hendrycks/test,business_ethics_test.csv,40,0.268
Which would likely need a hot plate?,physics class,chemistry class,english class,math class,B,https://github.com/hendrycks/test,obqa.csv,4847,0.268
An example of a simple machine requiring mechanical energy in order to function would be,a light that needs a crank to be turned,a radio that needs four batteries,a computer that needs to be plugged in,a stove that works on gas,A,https://github.com/hendrycks/test,obqa.csv,491,0.268
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,https://github.com/hendrycks/test,miscellaneous_test.csv,131,0.267
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,https://github.com/hendrycks/test,electrical_engineering_test.csv,41,0.267
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,https://github.com/hendrycks/test,electrical_engineering_test.csv,75,0.266
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,https://github.com/hendrycks/test,management_test.csv,84,0.265
What was the acronym for the first computer, made back in 1946?,"ENIAC,CASD",CNAC,CSREN,A,https://github.com/hendrycks/test,miscellaneous_test.csv,721,0.265
Which of the following techniques effectively measures improvements in product quality as a result of internal failure costs?,Inspection of in-process goods.,Recording the number of products returned over time.,Tracking the number of products reworked.,Tracking warranty expenses over time.,C,https://github.com/hendrycks/test,professional_accounting_test.csv,141,0.264
Which of the following are techniques of trace element analysis?,proton magnetometer and electrical resistivity,accelerator mass spectrometry and photosynthesis pathways,carbon isotope analysis and experimental replication,neutron activation analysis and X- ray fluorescence,D,https://github.com/hendrycks/test,prehistory_test.csv,55,0.264
Which of the following decision-making techniques is most useful to a manager who is attempting to increase the profitability of an area, but who has a problem with limited capacity for operation of a critical machine?,"Theory of constraints.,Economic order quantity.",Balanced scorecard.,Cost-variance analysis.,A,https://github.com/hendrycks/test,professional_accounting_test.csv,185,0.263
what creates no pollution?,natural fuel like coal or gas,mills that makes energy from the wind,buildings that make large quantities of items,transportation contraptions with four wheels,B,https://github.com/hendrycks/test,obqa.csv,464,0.262
In the lab, students are working with substances that could cause burns. Which of these safety precautions is most important to follow?,"Sinks are empty.,Glassware is clean.",Eye protection is worn.,Electrical equipment is off.,C,https://github.com/hendrycks/test,arc_easy.csv,1323,0.262
 This is where the manufacturing, purchasing," and consumption can occur at differing points in time.,Time utility.,Ownership utility.",Accessibility.,Information utility.,A,https://github.com/hendrycks/test,marketing_test.csv,152,0.262
mechanical weathering is breaking down what by mechanical means?,hills,trees,knolls,boulders,D,https://github.com/hendrycks/test,obqa.csv,4271,0.261
Many common hand tools create a mechanical advantage by using the basic principles found in simple machines. For example, a screwdriver uses the principles of the wheel and axle. In order to increase gripping force," pliers use the principle demonstrated in the,pulley.,lever.",wedge.,screw.,B,https://github.com/hendrycks/test,science_middle.csv,80,0.261
Existential risks posed by AI are most commonly associated with which of the following professors?,Nando de Frietas,Yann LeCun,Stuart Russell,Jitendra Malik,C,https://github.com/hendrycks/test,machine_learning_test.csv,75,0.261
What is safest to breathe around?,coal plant,Union Carbide plant,windmill,automobile,C,https://github.com/hendrycks/test,obqa.csv,587,0.261
What safety rule is most important for students to follow when working with acids and bases?,wear nose plugs,put on safety goggles,put away all lab supplies,wear heavy cloth gloves,B,https://github.com/hendrycks/test,arc_easy.csv,2214,0.26
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,https://github.com/hendrycks/test,management_test.csv,18,0.26
Statement 1| Industrial-scale neural networks are normally trained on CPUs, not GPUs. Statement 2| The ResNet-50 model has over 1 billion parameters.,"True, True,False, False,True, False",FALSE, True,B,https://github.com/hendrycks/test,machine_learning_test.csv,73,0.26
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,https://github.com/hendrycks/test,electrical_engineering_test.csv,126,0.259
The primary focus of the ?????systems approach????? to the problems of business and industry is to improve,organizational performance,work habits,organizational morale,individual morale,A,https://github.com/hendrycks/test,professional_psychology_test.csv,210,0.259
A battery operated vehicle requires everything but,electricity,ions,petroleum,charging,C,https://github.com/hendrycks/test,obqa.csv,3117,0.256
Which is the best way a science student can help to maintain laboratory equipment?,perform investigations using only new materials,throw away glass items after investigations are complete,clean up all materials and workspaces after investigations,eat in the laboratory only after investigations are complete,C,https://github.com/hendrycks/test,arc_easy.csv,723,0.256
Trainability tests are:,paper-and-pencil tests that assess the aptitudes required for a particular job.,paper-and-pencil tests that assess motivation and other job-related attitudes.,work samples that incorporate a structured period of learning and evaluation.,multimodal assessment techniques used to determine what training current workers require.,C,https://github.com/hendrycks/test,professional_psychology_test.csv,378,0.255
What are the types of scanning?,Port," network, and services,Network, vulnerability, and port ,Passive, active, and interactive,Server", client, and network,B,https://github.com/hendrycks/test,computer_security_test.csv,56,0.253
Which type of scientist would study the relationship between simple machines and energy?,chemist,biologist,physicist,geologist,C,https://github.com/hendrycks/test,arc_easy.csv,547,0.253
All of the following are non-basic jobs in the city EXCEPT,city firefighter.,social worker.,dry cleaner.,garment factory worker.,D,https://github.com/hendrycks/test,high_school_geography_test.csv,32,0.253
Which of the following is the best example of a custom-made product?,graphing calculator,light bulb,needle nose pliers,artificial leg,D,https://github.com/hendrycks/test,arc_easy.csv,1314,0.252
Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature?,inferring,predicting,measuring,classifying,C,https://github.com/hendrycks/test,science_elementary.csv,182,0.252
By using which of the following elements, mechanical translational systems are obtained?,"mass element,spring element",dash-pot,all of the above,D,https://github.com/hendrycks/test,electrical_engineering_test.csv,84,0.252
Which of the following instruction-set features is NOT generally considered an obstacle to aggressive pipelining of an integer unit?,Condition codes set by every instruction,Variable-length encoding of instructions,Instructions requiring widely varying numbers of cycles to execute,Several different classes (sets) of registers,D,https://github.com/hendrycks/test,college_computer_science_test.csv,58,0.252
Which energy transformation takes place in a gasoline lawn mower?,potential energy to electrical energy,electrical energy to potential energy,kinetic energy to chemical energy,chemical energy to mechanical energy,D,https://github.com/hendrycks/test,arc_easy.csv,1864,0.252
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,https://github.com/hendrycks/test,management_test.csv,77,0.252
Which of the following activities are NOT secondary economic activities?,Assembling automotive parts,Sewing shirts,Mining copper,Binding books,C,https://github.com/hendrycks/test,high_school_geography_test.csv,89,0.251
Which is a source of raw materials?,a power plant,a factory,a shopping mall,an oil field,D,https://github.com/hendrycks/test,obqa.csv,1050,0.25
Which of these is an important safety rule to follow when using an electrical device?,Wear an apron.,Keep work area dry.,Extinguish all flames.,Wear protective gloves.,B,https://github.com/hendrycks/test,arc_hard.csv,914,0.25
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,https://github.com/hendrycks/test,miscellaneous_test.csv,43,0.25
What does the acronym SMART stand for?,Suitable," measurable, actionable, rewarded and timely,Specific, measurable, actionable, resourced and timely,Standardised, measurable, achievable, rewarded, and timely,Specific, measurable", achievable, rewarded and timely,D,https://github.com/hendrycks/test,management_test.csv,58,0.249
Which of the following would be most useful for calculating the density of a rock sample?,microscope and balance,graduated cylinder and balance,microscope and graduated cylinder,beaker and graduated cylinder,B,https://github.com/hendrycks/test,arc_easy.csv,1390,0.249
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,https://github.com/hendrycks/test,electrical_engineering_test.csv,53,0.249
Neural networks:,Optimize a convex objective function,Can only be trained with stochastic gradient descent,Can use a mix of different activation functions,None of the above,C,https://github.com/hendrycks/test,machine_learning_test.csv,31,0.249
When working with chemicals in the lab, avoid getting hurt by,"trying to set fire to all of the chemicals,mixing things together without knowing what they are",drinking a sample of each of the chemicals,keeping your eyes covered,D,https://github.com/hendrycks/test,obqa.csv,4842,0.248
When a battery operated train is turned on, it moves along the track. Which best identifies the order of the types of energy used to make the train move?,"mechanical, chemical, electrical,electrical, chemical, mechanical,electrical, mechanical, chemical,chemical", electrical, mechanical,D,https://github.com/hendrycks/test,arc_hard.csv,657,0.247
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,https://github.com/hendrycks/test,electrical_engineering_test.csv,88,0.246
At which stage in the planning process are the objectives decided on?,Defining the program,Planning the program,Taking action and implementing ideas,Evaluation of the program,B,https://github.com/hendrycks/test,public_relations_test.csv,9,0.246
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,https://github.com/hendrycks/test,management_test.csv,88,0.246
Automobile engines built today are designed to be gas efficient. Gas-efficient engines most likely affect a city by reducing,air pollution.,heat pollution.,noise pollution.,light pollution.,A,https://github.com/hendrycks/test,arc_easy.csv,18,0.245
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,https://github.com/hendrycks/test,electrical_engineering_test.csv,140,0.245
Which of the following security sectors are intrinsically linked with energy security?,Economic and development security.,Regime and international security.,Environmental and human security.,All of these options.,D,https://github.com/hendrycks/test,security_studies_test.csv,119,0.245
Which of the following best describes an advantage of using a mass production manufacturing system instead of a custom manufacturing system?,Customers can provide specific feedback to workers.,Workers become skilled in all aspects of assembly.,Goods can be easily modified for customers.,Products can be made at a lower cost.,D,https://github.com/hendrycks/test,science_middle.csv,536,0.244
Which of the following is NOT supervised learning?,PCA,Decision Tree,Linear Regression,Naive Bayesian,A,https://github.com/hendrycks/test,machine_learning_test.csv,96,0.243
Which is nonmagnetic?,nail,washing machine,traffic cone,refrigerator,C,https://github.com/hendrycks/test,obqa.csv,2678,0.243
An engineer constructs a prototype from wood. Which of the following is the best tool for the engineer to use to make the prototype's surface smooth?,band saw,chisel,drill,sandpaper,D,https://github.com/hendrycks/test,arc_easy.csv,1971,0.243
which form of transportation has zero emissions?,motorbikes,speed boats,hybrid cars,pedal bikes,D,https://github.com/hendrycks/test,obqa.csv,4322,0.243
Due to weathering,large submarines are built,new bikes are raced,holes in the pathway,2nd story houses are built,C,https://github.com/hendrycks/test,obqa.csv,1724,0.242
Slamming the breaks in a car will,make the car speed,quickly bring the speed down,turn on it's radio,open all the doors,B,https://github.com/hendrycks/test,obqa.csv,1452,0.241
In a postindustrial economy, which of the following resources is considered most important to increase productivity?,"Energy,Labor",Information,Specialization,C,https://github.com/hendrycks/test,high_school_geography_test.csv,94,0.24
Laser anemometers help manufacturers of cars, airplanes and spacecraft to produce efficient vehicle designs that,"increase the gas mileage of the vehicles,increase the drag from air moving past them",decrease exhaust fumes from the vehicles,reduce resistance from air moving past them,D,https://github.com/hendrycks/test,obqa.csv,4438,0.24
What requires soil to grow?,lakes,car engine,daffodils,cows,C,https://github.com/hendrycks/test,obqa.csv,4837,0.24
Which technology used to generate electrical power involves a trade-off between economical electricity and long-term waste disposal problems?,fossil fuel,nuclear reactor,solar collector,wind turbine,B,https://github.com/hendrycks/test,arc_easy.csv,1067,0.24
Another term for out-of-distribution detection is?,anomaly detection,one-class detection,train-test mismatch robustness,background detection,A,https://github.com/hendrycks/test,machine_learning_test.csv,48,0.24
Which of the following make sustainable, long term energy?,"fossil fuels,windmills",coal mining,fracking,B,https://github.com/hendrycks/test,obqa.csv,2442,0.24
A production possibility frontier will be a straight line when,efficiency is achieved,the goods on the axes are perfect substitutes in consumption,utility is maximized,resources are not specialized,D,https://github.com/hendrycks/test,high_school_microeconomics_test.csv,26,0.239
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,https://github.com/hendrycks/test,management_test.csv,95,0.237
Screws and bolts are needed to do what with a bike?,eat it,cry,nothing,construct it,D,https://github.com/hendrycks/test,obqa.csv,4303,0.237
A car engine is a source of heat and therefore needs,radiator fluid,water added,wiper fluid,gasoline,A,https://github.com/hendrycks/test,obqa.csv,323,0.237
A student wants to look under a heavy rock. Which simple machine would be BEST to use to lift the rock?,Wheel and axle,Lever,Inclined plane,Screw,B,https://github.com/hendrycks/test,arc_easy.csv,64,0.237
With respect to job training, younger workers,"Receive more opportunities than older workers,Perform better on the job than trained older workers",Always learn faster than older workers,Prefer to have classes by themselves,A,https://github.com/hendrycks/test,human_aging_test.csv,77,0.237
 What channel structure is it where the product goes directly from the producer to the final customer?,Direct.,Indirect.,Hybrid.,None of the above.,A,https://github.com/hendrycks/test,marketing_test.csv,30,0.236
The diminishing supply of this nonrenewable resource is leading to advancements in automotive technology,petrol,coal,trees,steam,A,https://github.com/hendrycks/test,obqa.csv,2277,0.236
In Digital Logic Designs, GAL is abbreviated as,"General Advance Logic,General Array Logic",Generic Advance Logic,Generic Array Logic,D,https://github.com/hendrycks/test,electrical_engineering_test.csv,18,0.236
Which of these sets of logic gates are designated as universal gates?,NOR," NAND.,XOR, NOR, NAND.,OR, NOT, AND.,NOR", NAND, XNOR.,A,https://github.com/hendrycks/test,electrical_engineering_test.csv,3,0.235
Which of these are essential to people who commute to work in an automobile?,cats,clouds,dogs,dead dinosaurs,D,https://github.com/hendrycks/test,obqa.csv,3372,0.235
Which tool technology is associated with Neandertals?,Aurignacian,Acheulean,Mousterian,both b and c,C,https://github.com/hendrycks/test,prehistory_test.csv,172,0.235
A mechanical device requires 420 J of work to do 230 J of work in lifting a crate. What is the efficiency of the device?,65%,50%,60%,55%,D,https://github.com/hendrycks/test,obqa.csv,1845,0.234
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,https://github.com/hendrycks/test,electrical_engineering_test.csv,51,0.234
"An ""A+"" course grade is which kind of reinforcer?",primary,secondary,continuous,partial,B,https://github.com/hendrycks/test,high_school_psychology_test.csv,368,0.234
At time 0, five jobs are available for execution on a single processor," with service times of 25, 15, 5, 3, and 2 time units. Which of the following is the minimum value of the average completion time of these jobs?,50,208/5",5???-92,10,C,https://github.com/hendrycks/test,college_computer_science_test.csv,92,0.234
Which invention made mass production possible?,the assembly line,the airplane,the personal computer,the telephone,A,https://github.com/hendrycks/test,arc_easy.csv,1162,0.234
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,https://github.com/hendrycks/test,miscellaneous_test.csv,718,0.234
Which resource has the most potential for production of renewable electric energy?,coal,oil,natural gas,geothermal,D,https://github.com/hendrycks/test,arc_easy.csv,450,0.233
What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?,"Mnemonics,Directives",Identifiers,Operands,B,https://github.com/hendrycks/test,electrical_engineering_test.csv,113,0.233
Battery powered vehicles have less emissions than,lawnmowers,wind turbines,solar power,dragsters,D,https://github.com/hendrycks/test,obqa.csv,3142,0.233
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,https://github.com/hendrycks/test,management_test.csv,72,0.232
Which type of energy in gasoline is transformed into mechanical energy in a motorcycle engine?,chemical,nuclear,magnetic,electrical,A,https://github.com/hendrycks/test,arc_easy.csv,20,0.232
The metal detectors people walk through at airports operate via,Ohm?????s law,Faraday?????s law,Coulomb?????s law,Newton?????s laws,B,https://github.com/hendrycks/test,conceptual_physics_test.csv,125,0.232
Which of these involves the formation of a new chemical substance?,evaporation of gasoline,mixing salt and pepper,dissolving sugar in tea,rusting of an iron chain,D,https://github.com/hendrycks/test,arc_easy.csv,221,0.232
Relocating a stalled vehicle requires a lot of,slopes,force,wind,gravity,B,https://github.com/hendrycks/test,obqa.csv,4089,0.232
Which objects are the most useful for collecting data on the speed of a toy car?,microscope," computer, ruler,thermometer, calculator, magnet,stopwatch, calculator, meter stick,camera", digital recorder, safety goggles,C,https://github.com/hendrycks/test,arc_easy.csv,689,0.232
What is made of minerals?,Stonehenge,car engines,alcohol,electricity,A,https://github.com/hendrycks/test,obqa.csv,4527,0.232
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,https://github.com/hendrycks/test,management_test.csv,49,0.231
Within the COSO Internal Control?????Integrated Framework, which of the following components is designed to ensure that internal controls continue to operate effectively?,"Control environment.,Risk assessment.",Information and communication.,Monitoring.,D,https://github.com/hendrycks/test,professional_accounting_test.csv,113,0.231
I have to plug in a processor of food because it,Is used for grinding metal,is an oil machine,is an electric Motor,is a battery operated machine,C,https://github.com/hendrycks/test,obqa.csv,229,0.231
A person wants to use raw materials to make things. Considering the want to create with raw materials, the person,"makes books out of trees,makes rocks out of wood",makes corn out of dogs,makes fur out of tableclothes,A,https://github.com/hendrycks/test,obqa.csv,1043,0.231
Sherry is going to use her computer to draw a three-dimensional box. She wants to be able to specify the exact dimensions and angles and to rotate the box as needed on the screen. Which of the following types of programs would Sherry most likely use for this purpose?,word processing software,math spreadsheet program,Internet-based search engine,computer-aided design program,D,https://github.com/hendrycks/test,science_middle.csv,180,0.23
The structures found in a living cell can be compared to the parts of a factory that produces cars. Which part of the factory is most similar to the nucleus of a living cell?,a conveyor belt that transports materials,a storage bin that holds the pieces needed to assemble a car,the computer room that controls the assembly process,the generator that provides energy for the factory,C,https://github.com/hendrycks/test,science_middle.csv,410,0.23
An object's hardness, taste," and texture are examples of,principles,stages",properties,processes,C,https://github.com/hendrycks/test,science_elementary.csv,332,0.23
Which of the following statements is true of production possibility curves and trade between nations?,Nations specialize and trade based on absolute advantage in production.,Free trade allows each nation to consume beyond the production possibility curve.,The flow of goods and services is based on the principle of absolute advantage.,Nations can consume at points beyond the production possibility curve by protecting domestic industries from free trade.,B,https://github.com/hendrycks/test,high_school_macroeconomics_test.csv,359,0.23
What functions without contact between objects?,weight,friction,opposites attracting,pressure,C,https://github.com/hendrycks/test,obqa.csv,89,0.229
